Unnamed: 0,ra,dec,candidate_id,flux,fluxerr,magzp,filter,meanmjd,rb,rbcut,model,objectdata_id_1,tag,num_rb_obs
325439,149.87277589479,3.18375502996458,DC21fyx,5879.22310343175,117.841660070589,28.9976171026017,g,60007.0903959722,0.950186,0.3,rknop_20211105_19.h5,2429728,default,185
325563,149.87277589479,3.18375502996458,DC21fyx,5943.59360080042,111.79593529364,28.9890287971967,g,60007.1031413922,1.0,0.3,rknop_20211105_19.h5,2433339,default,185
325771,149.87277589479,3.18375502996458,DC21fyx,5480.55174952828,110.864992295033,28.9587265507521,g,60007.1157953122,0.983708,0.3,rknop_20211105_19.h5,2438789,default,185
326221,149.87277589479,3.18375502996458,DC21fyx,20544.1912215341,277.504042544212,30.0455544017183,i,60008.1028411148,0.984646,0.3,rknop_20211105_19.h5,2451130,default,185
326236,149.87277589479,3.18375502996458,DC21fyx,46836.6221219619,929.389544474439,28.8806328687158,i,60008.1113391148,0.242721,0.3,rknop_20211105_19.h5,2452609,default,185
326311,149.87277589479,3.18375502996458,DC21fyx,5740.73069171794,141.982923567003,28.9856352069975,g,60008.1169906822,1.0,0.3,rknop_20211105_19.h5,2454020,default,185
326699,149.87277589479,3.18375502996458,DC21fyx,3639.67981134138,88.9101729338931,28.9852423426826,g,60013.1648890222,0.420835,0.3,rknop_20211105_19.h5,2466395,default,185
327044,149.87277589479,3.18375502996458,DC21fyx,5246.63418419797,94.5569552096074,28.9728869428522,g,60013.1774848222,0.999991,0.3,rknop_20211105_19.h5,2475076,default,185
327270,149.87277589479,3.18375502996458,DC21fyx,5395.64914991447,97.2546638329052,28.9550599398217,g,60013.2029288022,0.700725,0.3,rknop_20211105_19.h5,2480794,default,185
329073,149.87277589479,3.18375502996458,DC21fyx,23068.2285324152,223.280785589923,30.0834447147542,i,60007.0931849948,0.99459,0.3,rknop_20211105_19.h5,2430934,default,185
329287,149.87277589479,3.18375502996458,DC21fyx,20367.0823721838,215.791082352985,29.9861670457407,i,60007.1059188048,0.984064,0.3,rknop_20211105_19.h5,2435304,default,185
329417,149.87277589479,3.18375502996458,DC21fyx,20665.9263255058,210.029214806814,29.9718985840118,i,60007.1185676348,0.992319,0.3,rknop_20211105_19.h5,2438943,default,185
329547,149.87277589479,3.18375502996458,DC21fyx,5455.23836936681,105.760594577631,28.9382826422969,g,60007.1284490022,1.0,0.3,rknop_20211105_19.h5,2442820,default,185
329559,149.87277589479,3.18375502996458,DC21fyx,21764.0729089912,208.725410005415,29.9774481518887,i,60007.1312848548,0.923691,0.3,rknop_20211105_19.h5,2443590,default,185
329641,149.87277589479,3.18375502996458,DC21fyx,5907.99154025191,108.895150358155,28.9441873922877,g,60007.1412711522,1.0,0.3,rknop_20211105_19.h5,2444223,default,185
329758,149.87277589479,3.18375502996458,DC21fyx,18295.9896330715,217.775310939617,29.9674435301583,i,60007.1440327848,0.999087,0.3,rknop_20211105_19.h5,2447951,default,185
329935,149.87277589479,3.18375502996458,DC21fyx,5894.55183709575,166.168245921493,28.9947314064408,g,60008.1000648322,0.996129,0.3,rknop_20211105_19.h5,2450880,default,185
330130,149.87277589479,3.18375502996458,DC21fyx,27864.7106174909,372.737526475843,30.3114216498443,i,60008.1197636448,0.922535,0.3,rknop_20211105_19.h5,2457276,default,185
330209,149.87277589479,3.18375502996458,DC21fyx,6027.96777620562,157.622120439737,29.0061989988399,g,60008.1339907622,1.0,0.3,rknop_20211105_19.h5,2460603,default,185
331043,149.87277589479,3.18375502996458,DC21fyx,5104.57821762578,92.9525247586048,28.9508402868699,g,60013.1902264322,0.999455,0.3,rknop_20211105_19.h5,2480393,default,185
332643,149.87277589479,3.18375502996458,DC21fyx,4832.28603383182,160.747669479227,29.5372358319398,r,60034.0996553252,1.0,0.3,rknop_20211105_19.h5,2609490,default,185
332872,149.87277589479,3.18375502996458,DC21fyx,18789.4929409645,272.601799682948,29.9651771454854,i,60034.1138934648,1.0,0.3,rknop_20211105_19.h5,2617103,default,185
333110,149.87277589479,3.18375502996458,DC21fyx,29048.7842777694,698.757926435288,29.1211067211424,i,60037.0967290548,0.998002,0.3,rknop_20211105_19.h5,2624532,default,185
333369,149.87277589479,3.18375502996458,DC21fyx,29817.7592785958,598.57091263132,29.5098217300343,i,60037.1190096148,1.0,0.3,rknop_20211105_19.h5,2633385,default,185
333465,149.87277589479,3.18375502996458,DC21fyx,28184.7108980511,548.380513193125,29.5867660550832,i,60037.1505647048,1.0,0.3,rknop_20211105_19.h5,2637115,default,185
335680,149.87277589479,3.18375502996458,DC21fyx,5704.67852491926,115.9307665999,28.9841105443989,g,60034.0727305722,1.0,0.3,rknop_20211105_19.h5,2600504,default,185
335857,149.87277589479,3.18375502996458,DC21fyx,6100.60848236046,110.771290522396,28.9580140161737,g,60034.0855210422,1.0,0.3,rknop_20211105_19.h5,2604547,default,185
